chapter_key,berendes_teitok_id,berendes_term,dmm_id,source_id,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,laguna_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,wechel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,ruel_book,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_page,barbaro_chapter,barbaro_term,barbaro_book,matthiolo_book,matthiolo_chapter,matthiolo_greek,matthiolo_latin,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,beck_greek_lemma,beck_latin_lemma
2.92,e-287,Wie das Fett mit Majoran gew?rzt wird,,DMM20921; it280,247,Chap. LXIX,De la graisse.,,,,,,115,Cap. XCII,Quomodo adeps sampsuchi odore imbuatur,149,Liber secundus,,,,,,,209,Enarratio 71,"De adipe (adeps, pinguedo)",64,0,Adipes sampsuchini,CCXCIII,,,Πῶς σαμψυχίζεται τὀ στέαρ,,2.95,div-253,MUELOI,,,,,,
2.93,e-288,G?nse- und H?hnerfett,,DMM20931; it281,247,Chap. LXIX,De la graisse.,,,,,,115,Cap. XCIII,De adipe anserino et gallinaceo,149,Liber secundus,,,,,,,209,Enarratio 71,"De adipe (adeps, pinguedo)",64,0,"Adipes anserini, gallinacei, vitulini",CCXCIIII,,,Περἰ στέατος χηνείον καἰ ὀρνιθείον,,2.96,div-254,CHOLE PASA,,,,,,
2.94,e-289,Die Kraft der Fette,,DMM20941; it282,247,Chap. LXIX,De la graisse.,,,,,,115,Cap. XCIIII,Adipum vis,149,Liber secundus,,,,,,,209,Enarratio 71,"De adipe (adeps, pinguedo)",64,0,Adipum medicinae,CCXCV,,,Στεάτων δύναμις,,2.97,div-255,PERI HAIMATON,,,,,,
2.95,e-290,Mark,DMM2077,DMM20951; it283,250,Chap. LXX,De la mouelle.,171,Cap LXIX,"De la medula, o tuetano de los hueffos",183,Libro secundo,116,Cap. XCV,De Medullis,150,Liber secundus,99,39r,Cap LXXVIII,De medullarum ratione,De medullarum ratione,Liber secundus,212,Enarratio 72,De medulla ossium animalium (medulla / moelle),64,0,Medullae animalium,CCXCVI,,2.70,Μυελός,MEDULLA,2.98,div-256,APOPATOS,w-207,2,77,μυελός,μυελός,Marrow
2.96,e-291,Jegliche Art Galle,DMM2078,DMM20961; it284,250,Chap. LXXI,Du fiel.,171,Cap LXX,De la hiel de los animales,183,Libro secundo,117,Cap. XCVI,De omni fellis genere,151,Liber secundus,100,0v,Cap LXXXVIII,De felle,De felle,Liber secundus,212,Enarratio 73,De felle animalis (fel),64,0,Fel animalium,CCXCVII,,2.71,Χολή,FEL,2.96,div-257,PERI OURON,w-208,2,78,χολή,χολή,Bile
2.97,e-292,Blut,DMM2079,DMM20971; it285,251,Chap. LXXII,Du sang.,172,Cap LXXI,De la Sangre,184,Libro secundo,118,Cap. XCVII,De sanguinis varijs generibus,152,Liber secundus,101,40r,Cap LXXXIX,De sanguine,De sanguine,Liber secundus,213,Enarratio 74,De sanguine (sanguis),64,0,Sanguis,CCXCVIII,,2.72,Αἷμα,SANGUIS,,,,w-209,2,79,αἷμα,αἷμα,Blood
2.98,e-293,Koth,DMM2080,DMM20981; it286,252,Chap. LXXIII,De la fiante.,173,Cap LXXII,Del estiercol,185,Libro secundo,119,Cap. XCVIII,De fimo,153,Liber secundus,101,40r,Cap XC,De fimo,De fimo,Liber secundus,214,Enarratio 75,De stercore animalium (stercus),65,31,Fimum,CCXCIX,,2.73,Ἀπόπατος,FIMUM,,,,w-210,2,80,ἀπόπατος,ἀπόπατος,Dung
2.99,e-294,Urin,DMM2081,DMM20991; it287,254,Chap. LXXIIII,De l'urine.,174,Cap LXXIII,De la Orina,186,Libro secundo,120,Cap. XCIX,De urinis,154,Liber secundus,102,0v,Cap XCI,De urina,De urina,Liber secundus,215,Enarratio 76,"De urina (urina, lotium)",65,31,Urina,CCCI,,2.74,Οὖρον,URINA,,,,w-211,2,81,οὖρον,οὖρον,Urine
3.10,e-423,Krokodeilion,DMM3010,DMM30101; it416,385,Chap. X,Du crocodilium.,271,Cap X,Del crocodilio,283,Libro tercero,177,Cap. XII,De Crocodilio,211,Liber tertius,145,62r,Cap XI,De crocodilio,De crocodilio,Liber tertius,292,Enarratio 10,De crocodilo (crocodilium),91,44,Crocodilion,CCCCXXXVI,,3.10,Κροκοδείλιον,CROCODILIUM,3.12,div-384,KROKODEILION,w-326,3,8,κροκοδείλεον,κροκοδείλεον,Sea holly
3.11,e-424,Karde,DMM3011,DMM30111; it417,385,Chap. XI,Du chardon a carder.,272,Cap XI,Del dipsaco,284,Libro tercero,177,Cap. XIII,De Dipsaco,211,Liber tertius,145,62r,Cap XII,De labro veneris seu dipsaco,De labro veneris seu dipsaco,Liber tertius,292,Enarratio 11,"De dipsaco (labrum veneris, cardo fullomum, virga pastoris, carduus veneris / cardon a carder, ou verge à bergier)",91,44,Dipsacos,CCCCXXXVII,,3.11,Δίψακος,DIPSACUS SIVE LABRUM VENERIS,3.13,div-385,DIPSAKON,w-327,3,9,δίψακος,δίψακος,Teasle
3.12,e-425,Weisse Akantha,DMM3012,DMM30121; it418,386,Chap. XII,De l'epine blanche.,272,Cap XII,De la espina blanca,284,Libro tercero,178,Cap. XIIII,De Spina alba,212,Liber tertius,146,0v,Cap XIII,De spina alba,De spina alba,Liber tertius,293,Enarratio 12,"De spina alba (spina alba, bedeguar, cinara sylvestris, sylvestris carduus ferens alkachoflos / artichau saulvage)",91,44,Acantha leuce,CCCCXXXVIII,,3.12,Ἄκανθα λευκή,SPINA ALBA,3.14,div-386,AKANTHA LEUKE,w-328,3,10,ἄκανθα λευκή,ἄκανθα λευκή,Fish thistle
3.13,e-426,Arabische Akantha,DMM3013,DMM30131; it419,388,Chap. XIII,De l'espine arabique.,273,Cap XIII,De la espina arabica,285,Libro tercero,178,Cap. XV,De Spina Arabica,212,Liber tertius,146,0v,Cap XIIII,De Spina arabica,De spina arabica,Liber tertius,293,Enarratio 13,"De aegyptia, sive arabica spina (arabica spina, aegyptia spina, succhaba)",91,44,Acantha Arabica,CCCCXXXIX,,3.13,Ἄκανθα ἀραβική,SPINA ARABICA,3.15,div-387,AKANTHA ARABIKE,w-329,3,11,ἄκανθα Ἀραβική,ἄκανθα Ἀραβική,Smaller milk thistle
3.14,e-427,Golddistel,DMM3014,DMM30141; it420,388,Chap. XIIII,Du cardon ou artichaut.,273,Cap XIIII,Del Cardo,285,Libro tercero,179,Cap. XVI,"De Scolymo, seu carduo",213,Liber tertius,146,0v,Cap XV,De carduo,De carduo,Liber tertius,294,Enarratio 14,"De scholymo (scolymus, carduus, strobilus, cinara, carduus pinea / artichaut)",92,0,Scolymos,CCCCXL,,3.14,Σκόλυμος,CARDUUS,3.16,div-388,SKOLUMOS,w-330,3,12,σκόλυμος,σκόλυμος,Golden thistle
3.15,e-428,Poterion,DMM3015,DMM30151; it421,389,Chap. XV,Du poterium.,275,Cap XV,Del Poterio,287,Libro tercero,179,Cap. XVII,De Poterio,213,Liber tertius,146,0v,Cap XVI,De poterio,De poterio,Liber tertius,295,Enarratio 15,"De poterio (poterion, nevras)",92,0,Poterion,CCCCXLI,,3.15,Ποτήριον,POTERIUM,3.17,div-389,POTERION,w-331,3,13,ποτίρριον,ποτίρριον,Goat’s thorn
3.16,e-429,Eselsdistel,DMM3016,DMM30161; it422,390,Chap. XVI,De acanthium.,275,Cap XVI,Del Acanthio,287,Libro tercero,179,Cap. XVIII,De Acanthio,213,Liber tertius,147,63r,Cap XVII,De acanthio,De acanthio,Liber tertius,295,Enarratio 16,De acanthio (acanthium),92,0,Acanthion,CCCCXLII,,3.16,Ἀκάνθιον,ACANTHIUM,3.18,div-390,AKANTHION,w-332,3,14,ἀκάνθιον,ἀκάνθιον,Cotton thistle
3.17,e-430,Akantha,DMM3017,DMM30171; it423,390,Chap. XVII,De la branche ursine.,276,Cap XVII,Del Acantho,288,Libro tercero,179,Cap. XIX,De Acantha seu acantho,213,Liber tertius,147,63r,Cap XVIII,De acantha,De acantha,Liber tertius,295; 296,Enarratio 17; Enarratio 18,"De acantho (acanthos, acantha spina, marmora ria herba, branca ursina / branche ursine); De sylvestri acantho (acanthus sylvestris, branca ursina sylvestris)",92,0,Acantha,CCCCXLIII,,3.17,Ἄκανθος,ACANTHUS,3.19,div-391,AKANTHA ERPEKANTHA,w-333,3,15,ἄκανθος,ἄκανθος,Bear’s-foot
3.18,e-431,Hauhechel,DMM3018,DMM30181; it424,391,Chap. XVIII,De l'arrestebeuf.,276,cap XIX,De la Ononide,288,Libro tercero,180,Cap. XXI,De Anonide,214,Liber tertius,147,63r,Cap XX,De anonide,De anonide,Liber tertius,296,Enarratio 19,"De ononide (ononis, anonis, resta bovis, remora aratri, acutella)",93,45,Anonis,CCCCXLV,,3.18,Ἀνωνίς ἤ ὀνωνίς,ANONIS SIVE ONONIS,3.21,div-393,ANONIS,w-334,3,16,ἀνωνίς,ἀνωνίς,Rest harrow
3.19,e-432,Leukakantha,DMM3019,DMM30191; it425,392,Chap. XIX,De la blanche epine.,277,Cap XX,De la Leucacanta o blanca espina,289,Libro tercero,180,Cap. XXII,De Leucacantha,214,Liber tertius,147,63r,Cap XXI,De leucacantha,De leucacantha,Liber tertius,297,Enarratio 20,"De leucacantha (leucacantha, alba spina, spina cervalis / merla)",93,45,Leucacantha,CCCCXLVI,,3.19,Λευκάκανθα,LEUCACANTHA,3.22,div-394,LEUKAKANTHA,w-335,3,18,λευκάκανθα,λευκάκανθα,Tuberous thistle
3.20,e-433,Tragakantha,DMM3020,DMM30201; it426,393,Chap. XX,De l'epine de bouc.,278,Cap XXI,De la tragacanta,290,Libro tercero,180,Cap. XXIII,De Tragacantha,214,Liber tertius,148,0v,Cap XXII,De tragacantha,De tragacantha,Liber tertius,297,Enarratio 21,"De tragacantha (tragacantha, spina). Huius liquor (tragacanthum gummi / gomma draganti)",93,45,Tragacantha,CCCCXLVII,,3.20,Τραγάκανθα,TRAGACANTHA,3.23,div-395,TRAGAKANTHE,w-336,3,19,τραγακάνθα,τραγακάνθα,Tragacanth
3.21,e-434,Mannstreu,DMM3021,DMM30211; it427,394,Chap. XXI,Du panicaut.,278,Cap XXII,Del Eryngio,290,Libro tercero,181,Cap. XXIIII,De Eryngio,215,Liber tertius,148,0v,Cap XXIII,De eryngio,De eryngio,Liber tertius,298,Enarratio 22,"De eryngio (eryngium, iringus, centumcapita, carduus centum capitum / cardon du cent testes)",93,45,Eryngion,CCCCXLVIII,,3.21,Ἠρύγγιον,ERYNGIUM,3.24,div-396,ERUNGION,w-337,3,20,ἠρύγγη,ἠρύγγη,Eryngo
3.22,e-435,Alo?,DMM3022,DMM30221; it428,395,Chap. XXII,De l'aloe.,279,Cap XXIII,Del Aloe,291,Libro tercero,181,Cap. XXV,De Aloë,215,Liber tertius,148,0v,Cap XXIIII,De aloe,De aloe,Liber tertius,298,Enarratio 23,"De aloe (aloe, semper vivum marinum). Liquor aloes (aloe / aloe)",93,45,Aloë,CCCCXLVIIII,,3.22,Ἀλόη,ALOE,3.25,div-397,ALOE,w-338,3,21,ἀλόη,ἀλόη,Aloe
3.23,e-436,Wermuth,DMM3023,DMM30231; it429,397,Chap. XXIII,De l'aluine.,280,Cap XXIIII,Del absinthio,292,Libro tercero,183,Cap. XXVI,De Absinthio,217,Liber tertius,149,64r,Cap XXV,De absinthio,De absinthio,Liber tertius,299,Enarratio 24,"De absinthio (absinthium, absinthium ponticum, absinthium romanum / de la lome)",93,45,Absinthium,CCCCL,,3.23,Ἀψίνθιον,ABSINTHIUM,3.26,div-398,APSINTHION,w-339,3,22,ἀψίνθιον,ἀψίνθιον,Wormwood
3.24,e-437,Seebeifuss,,DMM30241; it430,397,Chap. XXIIII,De l'aluine marine.,281,Cap XXV,"Del Absinthio marino, Ilamada tambien seriphio",293,Libro tercero,184,Cap. XXVII,De Absinthio marino,218,Liber tertius,150,0v,Cap XXVI,De marino Absinthio,De marino absinthio,Liber tertius,300,Enarratio 25,"De seriphio (seriphium, absinthium marinum / aloyne du mer)",,,,,,3.24,Ἀψίνθιον θαλάσσιον,ABSINTHIUM MARINUM,3.27,div-399,APSINTHION THALASSION,,,,,,
3.25,e-438,Santoninbeifuss,,DMM30251; it431,397,Chap. XXIIII,De l'aluine marine.,282,Cap XXVI,Del Absinthio santonico,294,Libro tercero,184,C. XXVIII,De Absinthio Santonico,218,Liber tertius,,,,,,,300,Enarratio 26,De santonico absinthio (santonicum absinthium / aloyne de saintonge),93,45,Absinthium Santonicum,CCCCLII,,,Περἰ Άψινθίον Σαντονίον,,3.28,div-400,APSINTHION TRITON SANTONION,,,,,,
3.26,e-439,Abrotonon,DMM3024,DMM30261; it432,399,Chap. XXV,De l'auronne.,282,Cap XXVII,Del Abrotano,294,Libro tercero,184,Cap. XXIX,De Abrotono,218,Liber tertius,150,0v,Cap XXVII,De abrotono,De abrotono,Liber tertius,301,Enarratio 27,De abrotono (abrotonum / auronne),93,45,Abrotonum,CCCCLIII,,3.25,Ἀβρότονον,ABROTONUM,3.29,div-401,ABROTONON,w-340,3,23,ἀβρότονον,ἀβρότονον,Wormwood
3.27,e-440,Hyssopos,DMM3025,DMM30271; it433,401,Chap. XXVI,De l'hyssope.,283,Cap XXVIII,Del Hyssopo,295,Libro tercero,185,Cap. XXX,De Hyssopo,219,Liber tertius,151,65r,Cap XXVIII,De hyssopo,De hyssopo,Liber tertius,301,Enarratio 28,De hyssopo (hyssopus herba / dele hyssope),94,0,Hyssopum,CCCCLIIII,,3.26,Ὕσσωπος,HYSSOPUM,3.30,div-402,USSOPOS,w-341,3,24,ὕσσωπος,ὕσσωπος,Hyssop
3.28,e-441,Stoichas,DMM3026,DMM30281; it434,402,Chap. XXVII,De stechas.,284,Cap XXIX,Del Cantuesso,296,Libro tercero,186,Cap. XXXI,De Stoechade,220,Liber tertius,151,65r,Cap XXIX,De stichade,De stichade,Liber tertius,302,Enarratio 29,"De stechade (stichas arabica, stoechas / stechados)",94,0,Stichas,CCCCLV,,3.27,Στοεχάς,STOECHAS,3.31,div-403,STOICHAS,w-342,3,25,στοιχάς,στοιχάς,French lavender
3.29,e-442,Dosten,DMM3027,DMM30291; it435; it435b,403,Chap. XXVIII,De l'origan.,,,,,,186,Cap. XXXII; Cap. XXXIII,De Origano; De Onitide,220,Liber tertius,152,0v,Cap XXX,De origano,De origano,Liber tertius,302,Enarratio 30,"De origano Heracleotica (origanus Heracleotica, origanum Heracleoticum / marioleine de Angleterre). De asinina origano, onitide dicta (onitis origanus, asinina origanus). De sylvestri origano (sylvestris origanus). De tragorigano (tragoriganus, hircina origanus)",94,0,Origanum,CCCCLVI,,3.28,Ὀρίγανον,ORIGANUM,3.32,div-404,ORIGANOS ERAKLEOTIKE,w-343,3,26,ὀρίγανος Ἡρακλεωτική,ὀρίγανος Ἡρακλεωτική,Oregano
3.30,e-443,Onetis,DMM3028,DMM30301; it435; it435b,403,Chap. XXVIII,De l'origan.,,,,,,186,Cap. XXXII; Cap. XXXIII,De Origano; De Onitide,220,Liber tertius,152,0v,Cap XXXI,De onitide,De onitide,Liber tertius,302,Enarratio 31,"De origano Heracleotica (origanus Heracleotica, origanum Heracleoticum / marioleine de Angleterre). De asinina origano, onitide dicta (onitis origanus, asinina origanus). De sylvestri origano (sylvestris origanus). De tragorigano (tragoriganus, hircina origanus)",94,0,Origanum Ionitis,CCCCLVII,,,ὀνῖτις,,3.33,div-405,ORIGANOS ONITIS,w-344,3,27,ὀνῖτις,ὀνῖτις,Oregano onitis
3.31,e-444,Wilder Dosten,DMM3029,DMM30311; it436,403,Chap. XXVIII,De l'origan.,285,Cap XXX,Del Oregano,297,Libro tercero,186,Cap. XXXIIII,De origano sylvestri,220,Liber tertius,152,0v,Cap XXXII,De sylvestri origano,De sylvestri origano,Liber tertius,302,Enarratio 32,"De origano Heracleotica (origanus Heracleotica, origanum Heracleoticum / marioleine de Angleterre). De asinina origano, onitide dicta (onitis origanus, asinina origanus). De sylvestri origano (sylvestris origanus). De tragorigano (tragoriganus, hircina origanus)",94,0,Origanum sylvestre de Monstatum est,CCCCLVIII,,,Περἰ Άγριοριγάνον,,3.34,div-406,AGRIORIGANOS,w-345,3,28,ἀγριορίγανος,ἀγριορίγανος,Marjoram
3.32,e-445,Tragoriganon,DMM3030,DMM30321; it437,403,Chap. XXIX,Du tragorigan.,286,Cap XXXI,"Del Oregano cabruno, Ilamado tragorigano e Griego",298,Libro tercero,187,Cap. XXXV,De Tragorigano,221,Liber tertius,152,0v,Cap XXXIII,De tragorigano,De tragorigano,Liber tertius,302,Enarratio 33,"De origano Heracleotica (origanus Heracleotica, origanum Heracleoticum / marioleine de Angleterre). De asinina origano, onitide dicta (onitis origanus, asinina origanus). De sylvestri origano (sylvestris origanus). De tragorigano (tragoriganus, hircina origanus)",94,0,Tragoriganum,CCCCLIX,,3.29,Τραγορίγανος,TRAGORIGANUM,3.35,div-407,TRAGORIGANOS,w-346,3,29,τραγορίγανος,τραγορίγανος,Goat’s marjoram
3.33,e-446,Polei,DMM3031,DMM30331; it438,405,Chap. XXX,Du pouliot.,287,Cap XXXII,Del Poleo,299,Libro tercero,187,Cap. XXXVI,De Pulegio,221,Liber tertius,153,66r,Cap XXXIIII,De pulegio,De pulegio,Liber tertius,303,Enarratio 34,De pulegio (pulegium / du pouliot),94,0,Pulegium,CCCCLX,,3.30,Γλήχων,PULEGIUM,3.36,div-408,GLECHON,w-347,3,30,γλήχων,γλήχων,Pennyroyal
3.34,e-447,Diptam,DMM3032,DMM30341; it439,406,Chap. XXXI,Du dictam.,287,Cap XXXIII,Del dictamno,299,Libro tercero,188,Cap. XXXVII,De Dictamno,222,Liber tertius,153; 154,66r; 0v,Cap XXXV; Cap XXXVI; Cap XXXVII,De dictamo; De psudodictamo; De cretensi dictamo,De dictamo; De psudodictamo; De cretensi dictamo,Liber tertius,304,Enarratio 35; Enarratio 36; Enarratio 37,"De dictamno (dictamnus, dictamnus cretensis); De pseudodictamno (falsa dictamnus, falsum dictamnum); De altera cretensi dictamno (altera cretensis dictamnus)",94,0,Dictamnus,CCCCLXI,,3.31,Δίκταμνος,DICTAMNUM,3.37,div-409,DIKTAMNON,w-348,3,31,δίκταμνον,δίκταμνον,Dittany of Crete
3.35,e-448,Salbei,DMM3033,DMM30351; it440,407,Chap. XXXIIII,De la sauge.,289,Cap XXXVI,De la Savia,301,Libro tercero,189,Cap. XL,De Salvia,223,Liber tertius,154,0v,Cap XXXVIII,De salvia,De salvia,Liber tertius,304,Enarratio 38,De salvia (salvia / de la sauge),94,0,Elelisphacos,CCCCLXIIII,,3.34,Ἐλελίσφακον,SALVIA,3.40,div-412,ELELISPHAKON,w-349,3,32,ἐλελίσφακον,ἐλελίσφακον,Sage
3.36,e-449,Gebaute Minze,DMM3034,DMM30361; it441,409,Chap. XXXV,De la menthe.,290,Cap XXXVIII,"Del Mastranto, Ilamado Mentrasto",302,Libro tercero,190,Cap. XLII,De Mentha sylvestri,224,Liber tertius,154,0v,Cap XXXIX; Cap XL,De menta; De mentastro,De menta; De mentastro,Liber tertius,305,Enarratio 39; Enarratio 40,"De menta (menta / de la mente); De mentastro (mentastrum, menta sylvestris / mentastro)",95,46,Menta,CCCCLXV,,3.35,Ἡδύοσμος,MENTHA,3.41,div-413,EDUOSMOS EMEROS,w-350,3,33,ἡδύοσμον,ἡδύοσμον,Green mint
3.37,e-450,Kalamintha,DMM3035,DMM30371; it442,411,Chap. XXXVI,De la calamenthe.,291,Cap XXXIX,De la Calaminta,303,Libro tercero,190,Cap. XLIII,De Calamintha,224,Liber tertius,154,0v,Cap XLI,De calamintha,De calamintha,Liber tertius,306,Enarratio 41,"De nepeta, sive calamintha (calamintha, nepita, calamenthum / calamintha de le herbe au chat)",95,46,Calamintha,CCCCLXVII,,3.36,Καλαμίνθη,CALAMINTHA,3.43,div-415,KALAMINTHE,w-351,3,34,καλαμίνθη,καλαμίνθη,Catmint
3.38,e-451,Saturei,DMM3036,DMM30381; it443,413,Chap. XXXVII,Du thym.,292,Cap XL,Del Thymo,304,Libro tercero,190,Cap. XLIIII,De Thymo,224,Liber tertius,155,67r,Cap XLII,De thymo,De thymo,Liber tertius,307,Enarratio 42,"De thymo (thymus, serpyllum romanum / du thin, du thim)",95,46,Thymum,CCCCLXVIII,,3.37,Θύμος,THYMUM,3.44,div-416,THUMOS,w-352,3,35,θύμος,θύμος,Cretan thyme
3.39,e-452,Thymbra,DMM3037,DMM30391; it444,413,Chap. XXXVIII,De la sarriete.,293,Cap XLI,"De la Thymbra, Ilamada en espagnol Axedrea",305,Libro tercero,191,Cap. XLV,De Thymbra,225,Liber tertius,155,67r,Cap XLIII,De satureia,De satureia,Liber tertius,307,Enarratio 43,"De tymbra (thymbra, satureia, cunila / de la sarriette)",95,46,Thymbra,CCCCLXVIIII,,3.38,Θύμβρα,SATUREIA,3.45,div-417,THUMBRA,w-353,3,36,θύμβρα,θύμβρα,Savory
3.40,e-453,Quendel,DMM3038,DMM30401; it445,414,Chap. XXXIX,Du serpolet.,294,Cap XLII,Del Serpol,306,Libro tercero,191,Cap. XLVI,De Serpyllo,225,Liber tertius,155,67r,Cap XLIIII,De serpyllo,De serpyllo,Liber tertius,307,Enarratio 44,De serpillo (serpillum / du serpolet),95,46,Serpillum,CCCCLXX,,3.39,Ἕρπυλλος,SERPILLUM,3.46,div-418,ERPULLOS,w-354,3,37,ἕρπυλος,ἕρπυλος,Tufted thyme
3.42,e-456,Maron,DMM3042,DMM30421; it448,417,Chap. XLII,Du marum.,296,Cap XLV,Del Maro,308,Libro tercero,193,Cap. XLIX,De Maro,227,Liber tertius,157,68r,Cap XLVII,De maro,De maro,Liber tertius,309,Enarratio 47,De maro (maron),96,0,Marum,CCCCLXXIII,,3.42,Μάρον,MARUM,3.49,div-421,MARON,w-358,3,41,μᾶρον ἢ ὑσόβρυον,μᾶρον ἢ ὑσόβρυον,Maron or Hysobryon
3.43,e-457,Akinos,DMM3043,DMM30431; it449,418,Chap. XLIII,De acinus.,296,Cap XLVI,Del Acino,308,Libro tercero,193,Cap. L,De Acino,227,Liber tertius,157,68r,Cap XLVIII,De ocimastro,De ocimastro,Liber tertius,309,Enarratio 48,"De acino (acinus, basilicon / du basiliqui)",96,0,Acinos,CCCCLXXIIII,,3.43,Ἄκινος,ACINOS,3.50,div-422,AKINOS,w-359,3,43,ἄκινος ἢ ἄκονος,ἄκινος ἢ ἄκονος,Wild basil
3.44,e-458,Bakcharis,DMM3044,DMM30441; it450,418,Chap. XLIIII,De baccharis.,297,Cap XLVII,De la Bacara,309,Libro tercero,193,Cap. LI,De Bacchare,227,Liber tertius,157,68r,Cap XLIX,De bacchare,De bacchare,Liber tertius,309,Enarratio 49,De bacchari (baccharis),96,0,Baccharis,CCCCLXXV,,3.44,Βάκχαρις,BACCHARIS,3.51,div-423,BAKCHARIS,w-360,3,44,βάκχαρις,βάκχαρις,Sowbread
3.45,e-459,Raute,DMM3045,DMM30451; it451,420,Chap. XLV,De la rue.,298,Cap XLVIII,De la ruda,310,Libro tercero,193,Cap. LII,De Ruta,227,Liber tertius,157,68r,Cap L,De ruta,De ruta,Liber tertius,310,Enarratio 50,De ruta (ruta / de la rue),96,0,Ruta,CCCCLXXVI,,3.45,Πήγανον,RUTA,3.52,div-424,PEGANON TO KEPAION,w-361,3,45,πήγανον,πήγανον,Rue
3.46,e-460,Wilde Raute,DMM3046,DMM30461; it452,421,Chap. XLVI,De la rue sauvage.,299,Cap XLIX,De la ruda saluage,311,Libro tercero,195,Cap. LIII,De Ruta sylvestri,229,Liber tertius,158,0v,Cap LI,De sylvestri ruta,De sylvestri ruta,Liber tertius,310,Enarratio 51,"De sylvestri ruta (ruta sylvestris, harmel, armel, caryophylli ultramarini)",97,47,Ruta sylvestris,CCCCLXXVII,,3.46,Πήγανον ἄγριον,RUTA SYLVESTRIS,3.53,div-425,PEGANON AGRION,w-362,3,46,πήγανον ἄγριον,πήγανον ἄγριον,Wild rue
3.47,e-461,Moly,DMM3047,DMM30471; it453,423,Chap. XLVII,De moly.,300,Cap L,Del Moly,312,Libro tercero,196,Cap. LIIII,De Moly,230,Liber tertius,159,69r,Cap LII,De moly,De moly,Liber tertius,312,Enarratio 52,De moly (moly),97,47,Moly,CCCCLXXIX,,3.47,Μῶλη / Μῶλυ,MOLY,3.54,div-426,MOLU,w-363,3,47,μῶλυ,μῶλυ,Garlic
3.48,e-462,Panakes,DMM3048,DMM30481; it454,424,Chap. XLVIII,De panaces heracleum.,300,Cap LI,Del Panace Heraclio,312,Libro tercero,196,Cap. LV,De Panace,230,Liber tertius,159,69r,Cap LIII,De panace,De panace,Liber tertius,312,Enarratio 53,"De panace (panax heracleon, panaces heraculeon)",97,47,Panaces Heraclion,CCCCLXXX,,3.48,Πάνακες ἡράκλειον,PANACES HERACLEUM,3.55,div-427,PANAKES HERAKLEION,w-364,3,48,πάνακες Ἡράκλειον,πάνακες Ἡράκλειον,Hercules’ woundwort
3.49,e-463,Asklepisches Panakes,DMM3049,DMM30491; it455,424,Chap. XLIX,De panaces asclepium.,301,Cap LII,Del Panace Asclepio,313,Libro tercero,197,Cap. LVI,De Panace Asclepio,231,Liber tertius,160,0v,Cap LIIII,De panace asclepii,De panace asclepii,Liber tertius,312,Enarratio 54,De panace Asclepiade (panax Asclepias),97,47,Panaces Asclepion,CCCCLXXXI,,3.49,Πάνακες ἀσκλήπιον,PANACES ASCLEPIUM,3.56,div-428,PANAKES ASKLEPION,w-365,3,49,πάνακες Ἀσκληπίειον,πάνακες Ἀσκληπίειον,Aesculapius’ allheal
3.50,e-464,Cheironisches Panakes,DMM3050,DMM30501; it456,424,Chap. L,De panaces chironium.,301,cap LIII,Del panace Chironio,313,Libro tercero,197,Cap. LVII,De Panace Chironio,231,Liber tertius,160,0v,Cap LV,De panace Chironio,De panace chironio,Liber tertius,312,Enarratio 55,De panace Chironio (panaces Chironion),97,47,Panaces Chironion,CCCCLXXXII,,3.50,Πάνακες χειρώνιον,PANACES CHIRONIUM,3.57,div-429,PANAKES CHEIRONION,w-366,3,50,πάνακες Χειρώνιον,πάνακες Χειρώνιον,Panaces olympicum Chiron’s allheal
3.51,e-465,Ligustikon,DMM3051,DMM30511; it457,425,Chap. LI,Du ligustic.,302,Cap LIIII,Del Ligustico,314,Libro tercero,198,Cap. LVIII,De Ligustico,232,Liber tertius,160,0v,Cap LVI,De liguistico,De liguistico,Liber tertius,313,Enarratio 56,"De ligustico (ligusticum, libysticum)",97,47,Ligusticum,CCCCLXXXIII,,3.51,Λιγυστικόν,LIGUSTICUM,3.58,div-430,LIGUSTIKON,w-367,3,51,λιγυστικόν,λιγυστικόν,Lovage
3.52,e-466,M?hre,DMM3052,DMM30521; it458,426,Chap. LII,De la pastenade.,302,Cap LV,De la Pastinaca,314,Libro tercero,198,Cap. LIX,De Pastinaca,232,Liber tertius,161,70r,Cap LVII,De pastinaca,De pastinaca,Liber tertius,313,Enarratio 57,"De pastinaca erratica (pastinaca erratica, baucia alba / des pastenades)",97,47,Staphylinos agrios,CCCCLXXXIIII,,3.52,Σταφυλῖνος,PASTINACA,3.59,div-431,STAPHULINOS AGRIOS,w-368,3,52,σταφυλῖνος ἄγριος,σταφυλῖνος ἄγριος,Wild carrot
